Year,Attribute,Value
1984,"Livestock and products: Dairy: Price (index, 2015=1)",0.786474156
1984,"Livestock and products: Dairy: Quantity (million, $2015)",22799.76382
1984,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.595654049
1984,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",20581.12761
1984,"Crops: All crops: Price (index, 2015=1)",0.729083575
1984,"Crops: All crops: Quantity (million, $2015)",144653.8031
1984,"Crops: Food grains: Price (index, 2015=1)",0.82891419
1984,"Crops: Food grains: Quantity (million, $2015)",15063.55954
1984,"Crops: Feed crops: Price (index, 2015=1)",0.747261927
1984,"Crops: Feed crops: Quantity (million, $2015)",59682.65282
1984,"Crops: Oil crops: Price (index, 2015=1)",0.731352942
1984,"Crops: Oil crops: Quantity (million, $2015)",20236.1199
1984,"Crops: Vegetables and melons: Price (index, 2015=1)",0.553808696
1984,"Crops: Vegetables and melons: Quantity (million, $2015)",16525.275
1984,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.377388241
1984,"Crops: Fruits and tree nuts: Quantity (million, $2015)",17842.68895
1984,"Crops: Other crops 2/: Price (index, 2015=1)",0.908768205
1984,"Crops: Other crops 2/: Quantity (million, $2015)",19206.79732
1984,"Farm-related output 3/: Price (index, 2015=1)",0.500997068
1984,"Farm-related output 3/: Quantity (million, $2015)",14025.06811
1984,"Total farm inputs: Price (index, 2015=1)",0.414250459
1984,"Total farm inputs: Quantity (million, $2015)",421198.7466
1984,"Capital: All capital: Price (index, 2015=1)",0.464983065
1984,"Capital: All capital: Quantity (million, $2015)",131860.8165
1984,"Capital: Durable equipment: Price (index, 2015=1)",0.711918171
1984,"Capital: Durable equipment: Quantity (million, $2015)",32001.70214
1984,"Capital: Service buildings: Price (index, 2015=1)",1.068374612
1984,"Capital: Service buildings: Quantity (million, $2015)",9045.891066
1984,"Capital: Land: Price (index, 2015=1)",0.313759579
1984,"Capital: Land: Quantity (million, $2015)",76319.66483
1984,"Capital: Inventories: Price (index, 2015=1)",0.948246581
1984,"Capital: Inventories: Quantity (million, $2015)",5188.552468
1984,"Labor: All labor: Price (index, 2015=1)",0.249375932
1984,"Labor: All labor: Quantity (million, $2015)",101615.7302
1984,"Labor: Hired labor: Price (index, 2015=1)",0.257029282
1984,"Labor: Hired labor: Quantity (million, $2015)",37913.96812
1984,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.245437205
1984,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",63541.78226
1984,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.479114481
1984,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",183313.62
1984,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.477937622
1984,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",86563.3442
1984,"Intermediate inputs: Energy: Price (index, 2015=1)",0.289291263
1984,"Intermediate inputs: Energy: Quantity (million, $2015)",32339.49724
1984,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.495932638
1984,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",16857.88223
1984,"Intermediate inputs: Pesticides: Price (index, 2015=1)",1.200607534
1984,"Intermediate inputs: Pesticides: Quantity (million, $2015)",3904.489075
1984,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.462376573
1984,"Intermediate inputs: Purchased services: Quantity (million, $2015)",45015.99389
1984,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.47010911
1984,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",6888.449787
1985,"Total output: Price (index, 2015=1)",0.586311194
1985,"Total output: Quantity (million, $2015)",282410.1548
1985,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.51637541
1985,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",115128.2147
1985,"Livestock and products: Meat animals: Price (index, 2015=1)",0.421030139
1985,"Livestock and products: Meat animals: Quantity (million, $2015)",68728.92663
1985,"Livestock and products: Dairy: Price (index, 2015=1)",0.746045288
1985,"Livestock and products: Dairy: Quantity (million, $2015)",24200.76274
1985,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.523235599
1985,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",21447.89657
1985,"Crops: All crops: Price (index, 2015=1)",0.647463807
1985,"Crops: All crops: Quantity (million, $2015)",151750.4978
1985,"Crops: Food grains: Price (index, 2015=1)",0.842063805
1985,"Crops: Food grains: Quantity (million, $2015)",14128.68189
1985,"Crops: Feed crops: Price (index, 2015=1)",0.639509024
1985,"Crops: Feed crops: Quantity (million, $2015)",65746.85414
1985,"Crops: Oil crops: Price (index, 2015=1)",0.572782675
1985,"Crops: Oil crops: Quantity (million, $2015)",22240.98499
1985,"Crops: Vegetables and melons: Price (index, 2015=1)",0.491030288
1985,"Crops: Vegetables and melons: Quantity (million, $2015)",17456.79281
1985,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.394877237
1985,"Crops: Fruits and tree nuts: Quantity (million, $2015)",17591.23685
1985,"Crops: Other crops 2/: Price (index, 2015=1)",0.830777678
1985,"Crops: Other crops 2/: Quantity (million, $2015)",19034.76998
1985,"Farm-related output 3/: Price (index, 2015=1)",0.492098397
1985,"Farm-related output 3/: Quantity (million, $2015)",16008.79223
1985,"Total farm inputs: Price (index, 2015=1)",0.403674661
1985,"Total farm inputs: Quantity (million, $2015)",410182.385
1985,"Capital: All capital: Price (index, 2015=1)",0.450214589
1985,"Capital: All capital: Quantity (million, $2015)",130044.2678
1985,"Capital: Durable equipment: Price (index, 2015=1)",0.75814767
1985,"Capital: Durable equipment: Quantity (million, $2015)",30419.21246
1985,"Capital: Service buildings: Price (index, 2015=1)",1.142018705
1985,"Capital: Service buildings: Quantity (million, $2015)",9103.519743
1985,"Capital: Land: Price (index, 2015=1)",0.264526284
1985,"Capital: Land: Quantity (million, $2015)",75994.91974
1985,"Capital: Inventories: Price (index, 2015=1)",0.893803868
1985,"Capital: Inventories: Quantity (million, $2015)",5578.995809
1985,"Labor: All labor: Price (index, 2015=1)",0.27867364
1985,"Labor: All labor: Quantity (million, $2015)",93863.72388
1985,"Labor: Hired labor: Price (index, 2015=1)",0.288128165
1985,"Labor: Hired labor: Quantity (million, $2015)",34359.70929
1985,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.273742183
1985,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",59389.25971
1985,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.449786604
1985,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",179807.6289
1985,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.427340871
1985,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",87688.61891
1985,"Intermediate inputs: Energy: Price (index, 2015=1)",0.286353895
1985,"Intermediate inputs: Energy: Quantity (million, $2015)",29032.80919
1985,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.424673413
1985,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",17689.81238
1985,"Intermediate inputs: Pesticides: Price (index, 2015=1)",1.179450029
1985,"Intermediate inputs: Pesticides: Quantity (million, $2015)",3674.322687
1985,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.470669899
1985,"Intermediate inputs: Purchased services: Quantity (million, $2015)",44846.15235
1985,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.489713185
1985,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",4359.014757
1986,"Total output: Price (index, 2015=1)",0.581294701
1986,"Total output: Quantity (million, $2015)",271484.5546
1986,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.525799319
1986,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",115251.8475
1986,"Livestock and products: Meat animals: Price (index, 2015=1)",0.426137237
1986,"Livestock and products: Meat animals: Quantity (million, $2015)",69023.49315
1986,"Livestock and products: Dairy: Price (index, 2015=1)",0.731433245
1986,"Livestock and products: Dairy: Quantity (million, $2015)",24231.23796
1986,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.569942361
1986,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",22308.94187
1986,"Crops: All crops: Price (index, 2015=1)",0.631255926
1986,"Crops: All crops: Quantity (million, $2015)",142468.0282
1986,"Crops: Food grains: Price (index, 2015=1)",0.830432636
1986,"Crops: Food grains: Quantity (million, $2015)",12395.89819
1986,"Crops: Feed crops: Price (index, 2015=1)",0.603241608
1986,"Crops: Feed crops: Quantity (million, $2015)",62369.41669
1986,"Crops: Oil crops: Price (index, 2015=1)",0.542155728
1986,"Crops: Oil crops: Quantity (million, $2015)",20380.25331
1986,"Crops: Vegetables and melons: Price (index, 2015=1)",0.491481978
1986,"Crops: Vegetables and melons: Quantity (million, $2015)",18025.79421
1986,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.426785097
1986,"Crops: Fruits and tree nuts: Quantity (million, $2015)",16991.38992
1986,"Crops: Other crops 2/: Price (index, 2015=1)",0.839843278
1986,"Crops: Other crops 2/: Quantity (million, $2015)",17404.2202
1986,"Farm-related output 3/: Price (index, 2015=1)",0.486182347
1986,"Farm-related output 3/: Quantity (million, $2015)",14972.57773
1986,"Total farm inputs: Price (index, 2015=1)",0.383562709
1986,"Total farm inputs: Quantity (million, $2015)",411438.6754
1986,"Capital: All capital: Price (index, 2015=1)",0.457443311
1986,"Capital: All capital: Quantity (million, $2015)",125068.3632
1986,"Capital: Durable equipment: Price (index, 2015=1)",0.752737581
1986,"Capital: Durable equipment: Quantity (million, $2015)",28361.73519
1986,"Capital: Service buildings: Price (index, 2015=1)",0.966714057
1986,"Capital: Service buildings: Quantity (million, $2015)",8677.19343
1986,"Capital: Land: Price (index, 2015=1)",0.311547254
1986,"Capital: Land: Quantity (million, $2015)",75667.4683
1986,"Capital: Inventories: Price (index, 2015=1)",0.723381107
1986,"Capital: Inventories: Quantity (million, $2015)",5391.881631
1986,"Labor: All labor: Price (index, 2015=1)",0.270895643
1986,"Labor: All labor: Quantity (million, $2015)",95449.47524
1986,"Labor: Hired labor: Price (index, 2015=1)",0.28043279
1986,"Labor: Hired labor: Quantity (million, $2015)",33045.3511
1986,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.265909966
1986,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",62388.96292
1986,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.403486333
1986,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",185245.4315
1986,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.393387903
1986,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",87313.88129
1986,"Intermediate inputs: Energy: Price (index, 2015=1)",0.263625486
1986,"Intermediate inputs: Energy: Quantity (million, $2015)",26952.10966
1986,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.308452275
1986,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",22111.17753
1986,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.593438895
1986,"Intermediate inputs: Pesticides: Quantity (million, $2015)",7285.889141
1986,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.479501935
1986,"Intermediate inputs: Purchased services: Quantity (million, $2015)",40231.61493
1986,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.499352707
1986,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",5718.206714
1987,"Total output: Price (index, 2015=1)",0.587973193
1987,"Total output: Quantity (million, $2015)",274736.0457
1987,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.545124965
1987,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",117049.9593
1987,"Livestock and products: Meat animals: Price (index, 2015=1)",0.489870035
1987,"Livestock and products: Meat animals: Quantity (million, $2015)",68283.29109
1987,"Livestock and products: Dairy: Price (index, 2015=1)",0.733046194
1987,"Livestock and products: Dairy: Quantity (million, $2015)",24182.1677
1987,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.473726302
1987,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",24332.91534
1987,"Crops: All crops: Price (index, 2015=1)",0.625589472
1987,"Crops: All crops: Quantity (million, $2015)",142917.6328
1987,"Crops: Food grains: Price (index, 2015=1)",0.784154693
1987,"Crops: Food grains: Quantity (million, $2015)",12416.05886
1987,"Crops: Feed crops: Price (index, 2015=1)",0.590101795
1987,"Crops: Feed crops: Quantity (million, $2015)",55250.83365
1987,"Crops: Oil crops: Price (index, 2015=1)",0.558833944
1987,"Crops: Oil crops: Quantity (million, $2015)",20475.11079
1987,"Crops: Vegetables and melons: Price (index, 2015=1)",0.517102798
1987,"Crops: Vegetables and melons: Quantity (million, $2015)",19127.49272
1987,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.413495048
1987,"Crops: Fruits and tree nuts: Quantity (million, $2015)",19482.67828
1987,"Crops: Other crops 2/: Price (index, 2015=1)",0.83727857
1987,"Crops: Other crops 2/: Quantity (million, $2015)",20915.87338
1987,"Farm-related output 3/: Price (index, 2015=1)",0.510982516
1987,"Farm-related output 3/: Quantity (million, $2015)",16287.85368
1987,"Total farm inputs: Price (index, 2015=1)",0.398150552
1987,"Total farm inputs: Quantity (million, $2015)",405719.4671
1987,"Capital: All capital: Price (index, 2015=1)",0.500179618
1987,"Capital: All capital: Quantity (million, $2015)",120571.8041
1987,"Capital: Durable equipment: Price (index, 2015=1)",0.790739978
1987,"Capital: Durable equipment: Quantity (million, $2015)",26273.88533
1987,"Capital: Service buildings: Price (index, 2015=1)",1.047052657
1987,"Capital: Service buildings: Quantity (million, $2015)",8366.726325
1987,"Capital: Land: Price (index, 2015=1)",0.36186935
1987,"Capital: Land: Quantity (million, $2015)",75271.12261
1987,"Capital: Inventories: Price (index, 2015=1)",0.671809475
1987,"Capital: Inventories: Quantity (million, $2015)",5258.979405
1987,"Labor: All labor: Price (index, 2015=1)",0.271731185
1987,"Labor: All labor: Quantity (million, $2015)",97141.41884
1987,"Labor: Hired labor: Price (index, 2015=1)",0.281632024
1987,"Labor: Hired labor: Quantity (million, $2015)",33721.30724
1987,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.266552705
1987,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",63399.66758
1987,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.40691305
1987,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",183905.4266
1987,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.385427825
1987,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",85087.94594
1987,"Intermediate inputs: Energy: Price (index, 2015=1)",0.236677662
1987,"Intermediate inputs: Energy: Quantity (million, $2015)",30051.96161
1987,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.36351457
1987,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",17750.32014
1987,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.602561934
1987,"Intermediate inputs: Pesticides: Quantity (million, $2015)",7488.340604
1987,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.501385357
1987,"Intermediate inputs: Purchased services: Quantity (million, $2015)",42477.53106
1987,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.503395231
1987,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",5290.727513
1988,"Total output: Price (index, 2015=1)",0.64030856
1988,"Total output: Quantity (million, $2015)",259097.0234
1988,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.55935522
1988,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",117444.5159
1988,"Livestock and products: Meat animals: Price (index, 2015=1)",0.504429811
1988,"Livestock and products: Meat animals: Quantity (million, $2015)",66752.40662
1988,"Livestock and products: Dairy: Price (index, 2015=1)",0.716954025
1988,"Livestock and products: Dairy: Quantity (million, $2015)",24592.46393
1988,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.518828207
1988,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",24820.04224
1988,"Crops: All crops: Price (index, 2015=1)",0.711630718
1988,"Crops: All crops: Quantity (million, $2015)",125988.7515
1988,"Crops: Food grains: Price (index, 2015=1)",0.819679173
1988,"Crops: Food grains: Quantity (million, $2015)",11294.46548
1988,"Crops: Feed crops: Price (index, 2015=1)",0.719735382
1988,"Crops: Feed crops: Quantity (million, $2015)",41173.57895
1988,"Crops: Oil crops: Price (index, 2015=1)",0.779764277
1988,"Crops: Oil crops: Quantity (million, $2015)",16967.29049
1988,"Crops: Vegetables and melons: Price (index, 2015=1)",0.536382251
1988,"Crops: Vegetables and melons: Quantity (million, $2015)",18255.76625
1988,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.431987889
1988,"Crops: Fruits and tree nuts: Quantity (million, $2015)",20908.20188
1988,"Crops: Other crops 2/: Price (index, 2015=1)",0.84002809
1988,"Crops: Other crops 2/: Quantity (million, $2015)",22079.00209
1988,"Farm-related output 3/: Price (index, 2015=1)",0.553439911
1988,"Farm-related output 3/: Quantity (million, $2015)",19065.07454
1988,"Total farm inputs: Price (index, 2015=1)",0.415394505
1988,"Total farm inputs: Quantity (million, $2015)",399384.2955
1988,"Capital: All capital: Price (index, 2015=1)",0.440462064
1988,"Capital: All capital: Quantity (million, $2015)",117704.4662
1988,"Capital: Durable equipment: Price (index, 2015=1)",0.813884289
1988,"Capital: Durable equipment: Quantity (million, $2015)",24904.75441
1988,"Capital: Service buildings: Price (index, 2015=1)",1.072722293
1988,"Capital: Service buildings: Quantity (million, $2015)",8397.614942
1988,"Capital: Land: Price (index, 2015=1)",0.247471174
1988,"Capital: Land: Quantity (million, $2015)",74765.53814
1988,"Capital: Inventories: Price (index, 2015=1)",0.801142031
1988,"Capital: Inventories: Quantity (million, $2015)",5072.932678
1988,"Labor: All labor: Price (index, 2015=1)",0.298262007
1988,"Labor: All labor: Quantity (million, $2015)",98345.10401
1988,"Labor: Hired labor: Price (index, 2015=1)",0.309455355
1988,"Labor: Hired labor: Quantity (million, $2015)",34816.00764
1988,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.292401915
1988,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",63469.51605
1988,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.469962986
1988,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",180280.3289
1988,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.47891151
1988,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",83628.71705
1988,"Intermediate inputs: Energy: Price (index, 2015=1)",0.238273372
1988,"Intermediate inputs: Energy: Quantity (million, $2015)",30050.60502
1988,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.490532557
1988,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",15651.98249
1988,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.63934221
1988,"Intermediate inputs: Pesticides: Quantity (million, $2015)",6487.481881
1988,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.526507857
1988,"Intermediate inputs: Purchased services: Quantity (million, $2015)",43278.13533
1988,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.521605255
1988,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",5564.094973
1989,"Total output: Price (index, 2015=1)",0.656790576
1989,"Total output: Quantity (million, $2015)",280098.5308
1989,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.599503163
1989,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",118239.1443
1989,"Livestock and products: Meat animals: Price (index, 2015=1)",0.519739719
1989,"Livestock and products: Meat animals: Quantity (million, $2015)",66710.33865
1989,"Livestock and products: Dairy: Price (index, 2015=1)",0.79266755
1989,"Livestock and products: Dairy: Quantity (million, $2015)",24420.45976
1989,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.593424838
1989,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",25927.24977
1989,"Crops: All crops: Price (index, 2015=1)",0.707663833
1989,"Crops: All crops: Quantity (million, $2015)",143613.0266
1989,"Crops: Food grains: Price (index, 2015=1)",0.796671777
1989,"Crops: Food grains: Quantity (million, $2015)",12388.6749
1989,"Crops: Feed crops: Price (index, 2015=1)",0.70343784
1989,"Crops: Feed crops: Quantity (million, $2015)",55370.88286
1989,"Crops: Oil crops: Price (index, 2015=1)",0.680195916
1989,"Crops: Oil crops: Quantity (million, $2015)",20315.3193
1989,"Crops: Vegetables and melons: Price (index, 2015=1)",0.61384596
1989,"Crops: Vegetables and melons: Quantity (million, $2015)",18834.8914
1989,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.458013531
1989,"Crops: Fruits and tree nuts: Quantity (million, $2015)",19980.1477
1989,"Crops: Other crops 2/: Price (index, 2015=1)",0.857298968
1989,"Crops: Other crops 2/: Quantity (million, $2015)",21156.25991
1989,"Farm-related output 3/: Price (index, 2015=1)",0.56581398
1989,"Farm-related output 3/: Quantity (million, $2015)",20239.14184
1989,"Total farm inputs: Price (index, 2015=1)",0.466374538
1989,"Total farm inputs: Quantity (million, $2015)",394459.9467
1989,"Capital: All capital: Price (index, 2015=1)",0.552718983
1989,"Capital: All capital: Quantity (million, $2015)",115331.8579
1989,"Capital: Durable equipment: Price (index, 2015=1)",0.753688973
1989,"Capital: Durable equipment: Quantity (million, $2015)",23824.30525
1989,"Capital: Service buildings: Price (index, 2015=1)",1.02395839
1989,"Capital: Service buildings: Quantity (million, $2015)",8548.323594
1989,"Capital: Land: Price (index, 2015=1)",0.444841943
1989,"Capital: Land: Quantity (million, $2015)",74206.10363
1989,"Capital: Inventories: Price (index, 2015=1)",0.842679183
1989,"Capital: Inventories: Quantity (million, $2015)",4778.658545
1989,"Labor: All labor: Price (index, 2015=1)",0.336092464
1989,"Labor: All labor: Quantity (million, $2015)",95103.20856
1989,"Labor: Hired labor: Price (index, 2015=1)",0.349061385
1989,"Labor: Hired labor: Quantity (million, $2015)",32656.14733
1989,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.329298501
1989,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",62449.33302
1989,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.489355091
1989,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",180352.6682
1989,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.493867896
1989,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",79856.89718
1989,"Intermediate inputs: Energy: Price (index, 2015=1)",0.249012607
1989,"Intermediate inputs: Energy: Quantity (million, $2015)",29796.23034
1989,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.554140571
1989,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",14750.61461
1989,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.658010959
1989,"Intermediate inputs: Pesticides: Quantity (million, $2015)",7616.073764
1989,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.541959932
1989,"Intermediate inputs: Purchased services: Quantity (million, $2015)",46671.3251
1989,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.550999533
1989,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",5297.172022
1990,"Total output: Price (index, 2015=1)",0.656991131
1990,"Total output: Quantity (million, $2015)",293584.0376
1990,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.623487248
1990,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",121084.749
1990,"Livestock and products: Meat animals: Price (index, 2015=1)",0.574342529
1990,"Livestock and products: Meat animals: Quantity (million, $2015)",67200.24422
1990,"Livestock and products: Dairy: Price (index, 2015=1)",0.803199856
1990,"Livestock and products: Dairy: Quantity (million, $2015)",25090.39792
1990,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.5529493
1990,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",27664.32473
1990,"Crops: All crops: Price (index, 2015=1)",0.68908384
1990,"Crops: All crops: Quantity (million, $2015)",153520.6552
1990,"Crops: Food grains: Price (index, 2015=1)",0.737773421
1990,"Crops: Food grains: Quantity (million, $2015)",15979.88207
1990,"Crops: Feed crops: Price (index, 2015=1)",0.676087387
1990,"Crops: Feed crops: Quantity (million, $2015)",57068.10369
1990,"Crops: Oil crops: Price (index, 2015=1)",0.651625269
1990,"Crops: Oil crops: Quantity (million, $2015)",20440.62034
1990,"Crops: Vegetables and melons: Price (index, 2015=1)",0.579491382
1990,"Crops: Vegetables and melons: Quantity (million, $2015)",19454.82773
1990,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.478600132
1990,"Crops: Fruits and tree nuts: Quantity (million, $2015)",19656.3109
1990,"Crops: Other crops 2/: Price (index, 2015=1)",0.877087992
1990,"Crops: Other crops 2/: Quantity (million, $2015)",24246.75422
1990,"Farm-related output 3/: Price (index, 2015=1)",0.563198799
1990,"Farm-related output 3/: Quantity (million, $2015)",20594.34322
1990,"Total farm inputs: Price (index, 2015=1)",0.481534081
1990,"Total farm inputs: Quantity (million, $2015)",400557.5443
1990,"Capital: All capital: Price (index, 2015=1)",0.575967915
1990,"Capital: All capital: Quantity (million, $2015)",113810.5992
1990,"Capital: Durable equipment: Price (index, 2015=1)",0.71085106
1990,"Capital: Durable equipment: Quantity (million, $2015)",23100.59295
1990,"Capital: Service buildings: Price (index, 2015=1)",1.080083493
1990,"Capital: Service buildings: Quantity (million, $2015)",8291.128675
1990,"Capital: Land: Price (index, 2015=1)",0.488523705
1990,"Capital: Land: Quantity (million, $2015)",73675.1555
1990,"Capital: Inventories: Price (index, 2015=1)",0.835858199
1990,"Capital: Inventories: Quantity (million, $2015)",5004.43901
1990,"Labor: All labor: Price (index, 2015=1)",0.397881943
1990,"Labor: All labor: Quantity (million, $2015)",88895.45557
1990,"Labor: Hired labor: Price (index, 2015=1)",0.413223891
1990,"Labor: Hired labor: Quantity (million, $2015)",32500.541
1990,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.389845124
1990,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",56278.49423
1990,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.476942679
1990,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",192813.4402
1990,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.47052044
1990,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",86450.20872
1990,"Intermediate inputs: Energy: Price (index, 2015=1)",0.282845579
1990,"Intermediate inputs: Energy: Quantity (million, $2015)",29683.68478
1990,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.433027214
1990,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",18950.92442
1990,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.688602933
1990,"Intermediate inputs: Pesticides: Quantity (million, $2015)",7789.253784
1990,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.547379062
1990,"Intermediate inputs: Purchased services: Quantity (million, $2015)",47907.29607
1990,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.578598352
1990,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",5349.219716
1991,"Total output: Price (index, 2015=1)",0.633002671
1991,"Total output: Quantity (million, $2015)",294745.0412
1991,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.589361208
1991,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",124252.5361
1991,"Livestock and products: Meat animals: Price (index, 2015=1)",0.556353519
1991,"Livestock and products: Meat animals: Quantity (million, $2015)",69453.57103
1991,"Livestock and products: Dairy: Price (index, 2015=1)",0.717679297
1991,"Livestock and products: Dairy: Quantity (million, $2015)",25090.05357
1991,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.525229097
